chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
5	7	17	rs530619243	rs571650626	10249	12845
5	18	109	rs28769581	rs13157451	13018	83379
5	112	120	rs77465551	rs12656466	86641	129460
5	125	131	rs79543844	rs29674	142546	163260
5	133	759	rs29675	rs62329992	163769	301699
5	761	769	rs12517416	rs13157179	302767	312031
5	770	856	rs2672767	rs115100968	313762	400008
5	859	886	rs2672752	rs13166568	404296	414180
5	887	1073	rs13166205	rs3777234	416293	482902
5	1074	1111	rs10462621	rs11746373	484178	491826
5	1113	1126	rs182477374	rs56051594	492347	494064
5	1128	1149	rs12716164	rs535059731	494499	500819
5	1153	1154	rs11134078	rs11738544	502586	502594
5	1157	1177	rs6420045	rs62330271	503484	507630
5	1178	1179	rs62330272	rs12716167	507750	509464
5	1180	1181	rs13436079	rs13436080	510112	510160
5	1182	1186	rs4263057	rs7445970	512204	512966
5	1187	1203	rs7444581	rs77012983	513586	518494
5	1205	1206	rs2458820	rs4957061	520545	521096
5	1207	1209	rs10475282	rs7700827	523995	524827
5	1211	1215	rs2672028	rs699644	527100	530761
5	1216	1223	rs772659	rs772656	532852	539829
5	1225	1236	rs2672024	rs772657	541247	544441
5	1237	1245	rs4957070	rs10475295	547858	549060
5	1247	1251	rs13178442	rs2560735	549275	560147
5	1252	1266	rs373458564	rs60686235	563993	570055
5	1269	1278	rs11134117	rs6898130	571052	581593
5	1279	1449	rs12657655	rs1689668	582475	666800
5	1450	1453	rs60018630	rs139528526	668010	668226
5	1454	1459	rs75768646	rs3792721	668347	669272
5	1462	1471	rs418441	rs148475515	670673	673884
5	1473	1476	rs1709549	rs66914035	675086	675328
5	1477	1596	rs2452832	rs1621645	675531	701425
5	1598	1721	rs1689675	rs28498541	703024	734004
5	1722	1725	rs406638	rs376548519	734033	734221
5	1726	1727	rs554776251	rs569868746	734256	734257
5	1728	1729	rs28493957	rs369575345	734487	734502
5	1731	1781	rs56239199	rs73730932	737422	748952
5	1783	2202	rs11741048	rs7725723	749033	910270
5	2203	2210	rs77084821	rs1470454	911811	922545
5	2213	2256	rs75719109	rs10071835	929675	969285
5	2257	2260	rs11740574	rs34187096	973543	976018
5	2261	2266	rs145063851	rs16869893	976023	979836
5	2271	2275	rs13157943	rs13162464	982252	983336
5	2278	2283	rs172886	rs326055	985687	986409
5	2284	2291	rs10077590	rs6884696	986787	990707
5	2293	2308	rs28548587	rs326048	992052	996172
5	2309	2311	rs7443724	rs74493720	996696	997149
5	2312	2315	rs326049	rs11746358	997217	998364
5	2317	2565	rs374361	rs7722287	999338	1063998
5	2567	2580	rs62331176	rs3789203	1065297	1068479
5	2584	2585	rs41280366	rs7714914	1074818	1074921
5	2586	2587	rs11133613	rs113942417	1075051	1075292
5	2590	2591	rs74673540	rs13156064	1076706	1077680
5	2592	2629	rs55973529	rs6864667	1077822	1090534
5	2630	2631	rs6554595	rs7721352	1093260	1093467
5	2632	2634	rs6883411	rs77903050	1093860	1093991
5	2635	2637	rs4975552	rs13186688	1094389	1096009
5	2638	2657	rs4975593	rs6894574	1097281	1103495
5	2659	2716	rs35188965	rs13162116	1104938	1121954
5	2720	2756	rs7734252	rs10070877	1123724	1135834
5	2757	2781	rs35469183	rs10064610	1136385	1141851
5	2782	2801	rs60780158	rs4555869	1143092	1148937
5	2802	2843	rs10052991	rs11951820	1149249	1159413
5	2844	2847	rs11133652	rs35355741	1159749	1160037
5	2848	2852	rs12654465	rs11742227	1160673	1161062
5	2853	2854	rs4975594	rs12652930	1161085	1162077
5	2857	2893	rs4254942	rs4975536	1163442	1176601
5	2895	2949	rs10474925	rs7736074	1177928	1189456
5	2952	2956	rs116945436	rs10061926	1190095	1191336
5	2959	2960	rs150264665	rs149448371	1192731	1192742
5	2963	2981	rs111306756	rs137890298	1193229	1199589
5	2983	2988	rs11747247	rs7381010	1200573	1201506
5	2991	3013	rs13179966	rs12658538	1203341	1206462
5	3014	3016	rs79007849	rs112820085	1206489	1206536
5	3018	3044	rs4077786	rs6554663	1207316	1214264
5	3045	3111	rs4975629	rs6554676	1216775	1233350
5	3112	3113	rs7378630	rs4975541	1233984	1234049
5	3114	3155	rs11956561	rs2853684	1235939	1266226
5	3160	3167	rs11133719	rs13156167	1271524	1275857
5	3169	3174	rs556947195	rs2075785	1276772	1278584
5	3176	3191	rs10069690	rs10866498	1279790	1285162
5	3192	3193	rs7705526	rs2736100	1285974	1286516
5	3194	3195	rs34829399	rs2853677	1287002	1287194
5	3197	3219	rs7710703	rs7449190	1287505	1297918
5	3223	3224	rs2735948	rs2735846	1299213	1299379
5	3226	3235	rs13174814	rs71595005	1299859	1300837
5	3236	3331	rs2736102	rs37002	1302144	1356944
5	3332	3356	rs6889886	rs506156	1358822	1368678
5	3357	3358	rs115073205	rs461193	1368691	1368997
5	3359	3360	rs34632076	rs35723950	1369613	1369677
5	3361	3419	rs2963265	rs4975636	1370832	1388625
5	3420	3448	rs11133762	rs11133770	1391161	1408979
5	3449	3456	rs429699	rs27048	1409127	1412645
5	3460	3461	rs466630	rs456645	1415404	1415405
5	3464	3537	rs2042449	rs403636	1416646	1438354
5	3539	3540	rs246997	rs2927676	1440280	1440681
5	3541	3542	rs2617605	rs2652514	1442521	1442526
5	3544	3546	rs2254408	rs2270913	1442974	1442987
5	3547	3633	rs2455391	rs2617582	1443498	1482905
5	3637	3666	rs456752	rs11952520	1484826	1495839
5	3667	3668	rs36992	rs899195	1496349	1496646
5	3669	3700	rs36990	rs36979	1497626	1503610
5	3701	3714	rs36978	rs36967	1504231	1507508
5	3718	3720	rs13183225	rs2962042	1509576	1510018
5	3722	3744	rs2962038	rs7700354	1512868	1518541
5	3745	3746	rs2962058	rs4406174	1518601	1519079
5	3747	3784	rs2963275	rs58500605	1519693	1535829
