chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
11	3	13	rs61869635	rs12291204	103253	147775
11	14	23	rs539766502	rs199764899	150347	175190
11	26	27	rs181061547	rs138459941	176442	176444
11	29	434	rs145244961	rs17655730	179321	270715
11	435	438	rs7396066	rs7937440	270987	272199
11	440	461	rs7102570	rs7482279	273153	280817
11	463	475	rs9737451	rs12292748	282466	285110
11	477	562	rs9285981	rs146940957	285892	301165
11	565	566	rs147983088	rs189270707	301809	301813
11	568	590	rs113205007	rs7115703	302120	306920
11	591	710	rs75117940	rs143261374	307025	335142
11	712	713	rs73398544	rs115056343	335795	335798
11	719	744	rs9737503	rs6598036	336744	342860
11	746	749	rs11246083	rs11246086	343420	343564
11	751	763	rs12270728	rs12295945	343739	344035
11	764	811	rs11246088	rs78642272	344338	351271
11	816	820	rs71452599	rs10902133	351977	352045
11	821	918	rs10902134	rs11246129	352101	364915
11	919	926	rs80237472	rs60300618	365097	365850
11	927	928	rs6421981	rs6421980	365862	365867
11	932	934	rs7480433	rs7479311	367049	367213
11	938	958	rs76560824	rs72847393	370252	373317
11	959	960	rs7396812	rs7395781	373404	373427
11	962	1056	rs10794316	rs112108388	377519	417770
11	1060	1063	rs553257825	rs558654833	428011	428014
11	1064	1456	rs111758610	rs147254185	428668	572060
11	1457	1464	rs7940600	rs111368715	572105	573245
11	1466	1474	rs78117166	rs113794548	573873	576749
11	1477	1606	rs6598011	rs146680769	577809	637294
11	1610	1611	rs3889692	rs34662058	640090	640099
11	1612	1613	rs762502	rs1870723	640119	640349
11	1615	1841	rs11607201	rs182028321	640802	704291
11	1842	1860	rs10902201	rs7942569	704583	710139
11	1861	1873	rs7395822	rs7928294	710558	715036
11	1874	1875	rs11246285	rs151248712	715039	715059
11	1876	1878	rs28759512	rs11246286	715198	715420
11	1880	2043	rs61876716	rs4963155	715940	786234
11	2044	2125	rs76300016	rs76352853	786376	827342
11	2130	2152	rs28507876	rs6597977	828784	834802
11	2155	2194	rs7117701	rs9704919	835622	842682
11	2198	2200	rs12577104	rs184734983	843927	844715
11	2201	2211	rs11246330	rs11246333	845077	852097
11	2214	2296	rs28439945	rs12799186	855318	902939
11	2300	2305	rs7116095	rs78322288	907697	911758
11	2307	2309	rs7107987	rs10902230	915748	918219
11	2310	2661	rs10794340	rs140254559	918339	1058583
11	2665	2716	rs10902073	rs72842451	1060934	1069775
11	2720	2740	rs2856117	rs186665652	1071067	1078784
11	2742	2743	rs372244071	rs80206909	1078865	1078866
11	2746	2789	rs10902081	rs7926689	1079809	1086163
11	2790	2849	rs573916124	rs6597999	1086543	1095082
11	2851	2852	rs10902090	rs34434067	1097975	1098337
11	2853	2902	rs11245952	rs7949616	1098522	1107989
11	2906	3105	rs12364973	rs28972401	1110148	1162517
11	3107	3164	rs28653192	rs28504415	1213806	1226069
11	3165	3166	rs80043785	rs28665383	1226421	1226951
11	3169	3171	rs28532970	rs28654232	1227939	1229227
11	3173	3191	rs34595903	rs11042646	1230393	1242227
11	3198	3200	rs885454	rs7118568	1243391	1244080
11	3202	3682	rs2735738	rs12284984	1244219	1403038
11	3686	3729	rs75680938	rs72849455	1404801	1416342
11	3732	3733	rs4046759	rs2334655	1417411	1417415
11	3734	3932	rs12808343	rs36010694	1418450	1470324
11	3933	3934	rs78996675	rs11028332	1470526	1471154
11	3939	4478	rs61869029	rs35678986	1472204	1642602
11	4481	4482	rs28421796	rs61867574	1643225	1643228
11	4484	4486	rs28409827	rs12146475	1643551	1643843
11	4487	4488	rs10837826	rs10837829	1644182	1644344
11	4489	4490	rs10837840	rs11036875	1644826	1644853
11	4492	4539	rs10837841	rs10838011	1644916	1652021
11	4540	4543	rs10838014	rs10838030	1652103	1652462
11	4544	4547	rs10838039	rs10838049	1652538	1652660
11	4550	4551	rs1318252	rs11037380	1653200	1653370
11	4553	4595	rs10768947	rs7947579	1653505	1659585
11	4596	4604	rs7927995	rs10768985	1659810	1661561
11	4605	4701	rs11037669	rs34393565	1661739	1674207
11	4704	4705	rs11604009	rs34719460	1674938	1675205
11	4706	4708	rs7942280	rs7950561	1675441	1675607
11	4710	4717	rs59724260	rs10769140	1676757	1677552
11	4718	4720	rs10769146	rs16927462	1678014	1678532
11	4722	4725	rs11038532	rs11038542	1679154	1679232
11	4726	4738	rs11825487	rs1964600	1679397	1680664
11	4739	4750	rs1038727	rs35708817	1681001	1682109
11	4752	4753	rs61867625	rs61867626	1682149	1682150
11	4754	4768	rs372097067	rs575488	1682390	1684428
11	4769	4770	rs7114646	rs61867635	1684525	1684624
11	4771	4773	rs201625645	rs527855971	1685642	1685645
11	4777	4940	rs148206473	rs6578735	1687133	1726608
11	4941	4993	rs11040762	rs78353932	1727298	1744139
11	4995	5111	rs78086642	rs72850971	1745845	1797796
11	5113	5115	rs7107886	rs16927551	1798656	1799574
11	5116	5183	rs376302949	rs10743009	1800507	1824253
11	5184	5191	rs4752761	rs7942309	1824607	1828941
11	5192	5193	rs7101654	rs12790596	1829564	1829655
11	5195	5270	rs7118103	rs7120282	1830635	1854058
11	5271	5274	rs7942044	rs498337	1854087	1854571
11	5277	5303	rs562401	rs504419	1856985	1864645
11	5306	5308	rs34156488	rs4980380	1866012	1866489
11	5314	5317	rs7396607	rs7396311	1870563	1870774
11	5322	5381	rs689363	rs673791	1872792	1885025
11	5382	5462	rs11041540	rs73410970	1885026	1903426
11	5463	5589	rs74047632	rs2734495	1904399	1958996
11	5590	5592	rs4727	rs78770357	1959707	1960186
11	5595	5656	rs4980378	rs184267	1962279	1988576
11	5658	5821	rs217249	rs3858516	1989882	2030298
11	5822	5846	rs75905613	rs35936684	2031786	2042806
11	5851	5858	rs7115466	rs11042276	2044150	2045424
11	5859	5861	rs4930003	rs12803714	2047054	2047879
11	5870	5929	rs7928968	rs7941813	2050299	2070926
11	5930	5931	rs11042424	rs11042425	2070993	2070994
11	5932	5934	rs12284565	rs76074250	2072504	2073182
11	5935	6015	rs10734645	rs7932949	2073378	2111531
11	6019	6090	rs10840340	rs3213221	2116492	2157044
11	6091	6092	rs3213217	rs3213216	2157793	2158179
11	6094	6121	rs551235138	rs7948458	2159266	2172830
11	6123	6125	rs10840447	rs11602347	2176042	2176852
11	6126	6159	rs11564725	rs10840489	2177369	2192798
11	6162	6267	rs10840490	rs11043056	2193817	2216163
11	6269	6295	rs7926947	rs73407554	2216556	2224175
11	6296	6368	rs72853963	rs10840606	2224664	2234690
11	6371	6374	rs74048318	rs75875151	2235806	2236078
11	6375	6608	rs11021702	rs2412114	2236088	2305186
11	6609	6610	rs4930074	rs4930075	2305638	2305748
11	6612	6613	rs4930076	rs10831706	2305813	2306026
11	6617	6619	rs2651826	rs2521260	2306828	2306848
11	6620	6646	rs2521261	rs2651834	2307073	2314262
11	6649	6722	rs7941928	rs4930078	2315404	2327190
11	6724	6728	rs4930079	rs2237859	2327601	2328364
11	6729	6762	rs2237860	rs739546	2328693	2334740
11	6763	6990	rs739547	rs12419835	2335444	2390315
11	6993	7072	rs800133	rs533691717	2391704	2425429
11	7076	7082	rs11824593	rs12275532	2427235	2427826
11	7083	7087	rs11022676	rs800345	2428341	2429733
11	7098	7213	rs11605839	rs11022857	2434522	2465094
11	7216	7233	rs12288463	rs926189	2470093	2475208
11	7234	7238	rs34780268	rs10741622	2476558	2477492
11	7239	7243	rs57209697	rs59324776	2477922	2478026
11	7246	7251	rs56403874	rs73417596	2478432	2479938
11	7252	7279	rs7948689	rs4350347	2480464	2491940
11	7280	7297	rs111903332	rs7103046	2492467	2494414
11	7298	7390	rs7126330	rs59732535	2494692	2526663
11	7391	7393	rs4930117	rs11023094	2526691	2527361
11	7395	7400	rs11023096	rs3819510	2528003	2528733
11	7401	7406	rs3819511	rs2237865	2528986	2529841
11	7408	7464	rs2012618	rs2299616	2531256	2546736
11	7469	7479	rs179428	rs11823023	2550509	2552769
11	7480	7483	rs111815403	rs179434	2553341	2553601
11	7486	7491	rs179437	rs3782063	2554945	2556970
11	7492	7546	rs115894051	rs11023290	2557931	2578539
11	7547	7548	rs2283164	rs2283165	2579163	2579343
11	7549	7551	rs2283166	rs140016639	2579889	2580153
11	7553	7556	rs2283169	rs142215501	2580299	2581473
11	7557	7563	rs7941421	rs12803012	2582281	2583752
11	7567	7570	rs11600454	rs179484	2585230	2590118
11	7571	7578	rs179486	rs10832305	2590497	2597325
11	7580	7581	rs4930128	rs11023355	2598790	2599263
11	7582	7640	rs2283172	rs4930000	2600485	2623009
11	7641	7692	rs7104842	rs11529573	2624592	2642299
11	7695	7766	rs7939222	rs12271234	2643377	2685947
11	7768	7771	rs12418076	rs151212	2689100	2690293
11	7773	7845	rs4930006	rs231903	2690653	2729946
11	7846	7860	rs7925578	rs2283202	2729947	2737905
11	7861	7863	rs10766310	rs10766311	2738659	2738696
11	7868	7876	rs79266660	rs129072	2740734	2745420
11	7879	7893	rs231916	rs231909	2748368	2751415
11	7896	7919	rs231907	rs1079714	2752130	2760741
11	7925	7931	rs2237876	rs1116809	2765302	2767836
11	7934	8032	rs7394507	rs81205	2769921	2798804
11	8033	8034	rs2411343	rs2741950	2798844	2798849
11	8035	8054	rs2237884	rs11024104	2799679	2813522
11	8056	8073	rs61869764	rs3852525	2814445	2819194
11	8074	8077	rs233440	rs116463395	2819227	2819295
11	8079	8080	rs79677993	rs61869807	2819667	2819676
11	8082	8095	rs163172	rs3852527	2820455	2826603
11	8096	8148	rs3852529	rs234866	2827486	2857897
