chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
4	2	3	rs6847489	rs2213694	11961	12838
4	6	229	rs2213699	rs10030553	16523	167880
4	231	450	rs61794965	rs6847267	171669	315673
4	453	870	rs113386709	rs182235492	319105	506107
4	872	873	rs9993903	rs13102801	506330	506334
4	878	906	rs6818642	rs13150531	510875	517622
4	907	1029	rs13114026	rs11944995	520853	548152
4	1032	1044	rs113406635	rs61117319	548930	549247
4	1046	1047	rs11931698	rs112665268	549389	549394
4	1048	1050	rs13149111	rs13132780	550107	550120
4	1053	1060	rs6854818	rs78233832	552862	560926
4	1063	1067	rs62295350	rs113900057	568338	589603
4	1069	1132	rs7661376	rs28520978	594372	645548
4	1134	1184	rs3864130	rs35466919	646409	685993
4	1186	1195	rs71602502	rs4263340	688887	693449
4	1197	1198	rs11248033	rs11248034	693623	693836
4	1200	1201	rs11730652	rs11724726	694613	694615
4	1203	1206	rs12646225	rs76057807	696848	697615
4	1208	1226	rs28639727	rs12647181	698678	701896
4	1227	1568	rs73219293	rs60018246	702169	799988
4	1570	1891	rs28685840	rs6851787	807523	933659
4	1895	2090	rs11724898	rs3796624	935933	1015844
4	2091	2100	rs4647934	rs1064839	1016279	1019697
4	2102	2103	rs7664212	rs7680381	1020882	1020891
4	2107	2108	rs34551298	rs12641224	1022111	1022168
4	2110	2111	rs115259783	rs60717590	1023236	1023262
4	2112	2114	rs11721506	rs935973	1023800	1024287
4	2115	3418	rs935974	rs4419429	1024352	1416863
4	3419	3421	rs6821781	rs75611451	1417370	1417515
4	3423	3450	rs28830200	rs62286773	1418145	1422116
4	3455	3458	rs36198130	rs146004692	1478965	1479461
4	3459	3494	rs147551021	rs73061863	1479983	1497034
4	3495	3496	rs73794620	rs56142235	1497319	1497325
4	3499	3662	rs28405340	rs7660622	1497690	1526979
4	3663	3687	rs7666506	rs73065598	1527564	1534841
4	3689	3703	rs73192378	rs55640008	1537252	1541008
4	3705	3718	rs6822351	rs79541438	1541224	1543658
4	3719	3923	rs4865499	rs80087993	1543783	1589398
4	3924	3948	rs79509229	rs13120772	1589665	1597012
4	3951	4327	rs79992057	rs11934843	1598217	1683966
4	4328	4329	rs6852065	rs6599397	1684409	1684457
4	4333	4591	rs798726	rs2403273	1685211	1760374
4	4592	4601	rs113742985	rs113910457	1760843	1763310
4	4602	4617	rs59163323	rs151280022	1763318	1774913
4	4619	4651	rs10011821	rs7668207	1777512	1786702
4	4655	4656	rs4865436	rs56368812	1788130	1788279
4	4661	4680	rs746779	rs3135859	1793283	1799490
4	4682	4688	rs2301293	rs3135875	1801866	1803970
4	4689	4692	rs3135877	rs3135898	1804276	1807922
4	4693	4702	rs79816245	rs12502448	1836147	1864593
4	4706	4713	rs4865483	rs35461532	1866358	1874366
4	4714	4722	rs13117796	rs13148597	1880235	1904354
4	4725	4773	rs10488835	rs415371	1947324	2015472
4	4775	4823	rs1745336	rs139059789	2021150	2046376
4	4825	4851	rs518984	rs76469759	2048570	2071354
4	4854	4889	rs588341	rs374210590	2074526	2114338
4	4892	5263	rs13141668	rs3762939	2117597	2266100
4	5265	5307	rs1183191	rs17132398	2268126	2283910
4	5308	5342	rs6819161	rs7693437	2284158	2296245
4	5343	5344	rs6599425	rs28473093	2296684	2296899
4	5345	5346	rs13105288	rs13120062	2297550	2297586
4	5348	5356	rs10023852	rs61789416	2298287	2301612
4	5357	5358	rs13134302	rs77182340	2302018	2302211
4	5359	5371	rs12640733	rs73203325	2303099	2304773
4	5374	5375	rs13146812	rs12504907	2305523	2305561
4	5381	5420	rs145252417	rs10902764	2306216	2320796
4	5421	5425	rs2071686	rs684322	2321337	2322726
4	5426	5444	rs3135119	rs28473337	2322732	2332915
4	5445	5447	rs11248097	rs11936473	2332990	2334493
4	5450	5463	rs12508296	rs73203396	2336132	2339330
4	5464	5484	rs7696291	rs615447	2340275	2343349
4	5485	5503	rs60256339	rs11737615	2343764	2351551
4	5504	5508	rs61789445	rs3135132	2353088	2354353
4	5510	5884	rs2031726	rs1203765	2355554	2436453
4	5886	5908	rs1203763	rs142848004	2438492	2443205
4	5909	5942	rs1203814	rs704344	2444931	2460191
4	5943	5944	rs28671535	rs28517366	2460292	2460301
4	5949	5998	rs846253	rs55958805	2463064	2479813
4	5999	6363	rs3121162	rs4690059	2480318	2760030
4	6367	6372	rs10937914	rs1784166	2760732	2763071
4	6373	6619	rs1263494	rs1269391	2763823	2833500
4	6624	6630	rs73189445	rs4690002	2836195	2841240
4	6635	7053	rs35780153	rs112661558	2845274	3094342
4	7056	7059	rs59147561	rs28834148	3096925	3097654
4	7060	7065	rs7659144	rs112391116	3098321	3105811
4	7066	7160	rs142461752	rs2298969	3106209	3186244
4	7162	7191	rs10488840	rs10011326	3186993	3218739
4	7192	7193	rs362277	rs362325	3219053	3219326
4	7195	7197	rs362323	rs28436280	3221326	3222583
4	7198	7210	rs3755883	rs2237006	3223250	3228492
4	7213	7249	rs111065364	rs362295	3231148	3247101
4	7250	7262	rs7674122	rs3129321	3249248	3254767
4	7263	7264	rs2798227	rs2798226	3255258	3255292
4	7266	7268	rs34030762	rs35997970	3255736	3255741
4	7269	7300	rs362289	rs3095077	3256378	3265710
4	7301	7341	rs2108753	rs7661630	3266860	3280106
4	7342	7361	rs112053854	rs3135064	3281369	3285389
4	7362	7366	rs73193343	rs3135063	3285477	3287052
4	7368	7369	rs3135062	rs3129317	3287459	3287655
4	7370	7371	rs3129316	rs1609813	3287906	3288220
4	7372	7381	rs10024540	rs13118873	3289593	3293604
4	7382	7383	rs59898919	rs60551364	3293938	3293952
4	7384	7386	rs35550968	rs73077112	3294325	3294465
4	7387	7392	rs189988058	rs73193354	3294932	3300535
4	7395	7479	rs2239725	rs3129329	3305739	3380080
4	7480	7482	rs6851060	rs3129328	3380088	3383148
4	7483	7485	rs963695	rs3129327	3383552	3383674
4	7486	7487	rs1005187	rs10012797	3384844	3385176
4	7488	7489	rs28409520	rs11730455	3385372	3385540
4	7491	7494	rs1894442	rs12644442	3386315	3387571
4	7495	7506	rs4690090	rs35454361	3389527	3395733
4	7507	7508	rs11735568	rs11732375	3396749	3396963
4	7509	7510	rs12648723	rs73193388	3398390	3401678
4	7511	7517	rs10029047	rs1962767	3405083	3407694
4	7518	7528	rs1730769	rs7680029	3408934	3411110
4	7530	7547	rs9790656	rs3748036	3412951	3420371
4	7548	7551	rs4690095	rs16844330	3421309	3424231
4	7552	7553	rs71608281	rs58143210	3424961	3425030
4	7557	7560	rs28484982	rs4690096	3430770	3434336
4	7561	7563	rs6818397	rs4690014	3434885	3436062
4	7564	7732	rs73193396	rs79448283	3436405	3478973
4	7733	7750	rs4690104	rs56354837	3479298	3481655
4	7754	8083	rs12508743	rs111462552	3482466	3540655
4	8086	8391	rs200310229	rs12510589	3542998	3604838
4	8392	8394	rs62274265	rs1884806	3604903	3605907
4	8396	8434	rs16844952	rs59224761	3606875	3615475
4	8435	8436	rs28752155	rs28533225	3615608	3615609
4	8442	8462	rs115077138	rs113742971	3619150	3625301
4	8464	8478	rs28625797	rs58012424	3625851	3627600
4	8479	8483	rs28670407	rs75964426	3627736	3628524
4	8485	8507	rs12331612	rs73192564	3629387	3633765
4	8508	8509	rs28630754	rs28435734	3633917	3634029
4	8511	8579	rs28485598	rs7663244	3634697	3661296
4	8580	8582	rs1884414	rs10937905	3662031	3662286
4	8583	8600	rs11734490	rs386194	3662363	3665988
4	8603	8604	rs1884411	rs58827274	3666484	3666494
4	8606	8623	rs4916616	rs10011236	3667848	3669910
4	8624	8626	rs6854852	rs4916617	3670175	3670686
4	8627	8628	rs4916618	rs4916619	3670746	3670893
4	8629	8675	rs4916604	rs10937907	3671193	3683869
4	8676	8677	rs60019786	rs10937908	3684242	3684802
4	8680	8688	rs57157422	rs16844778	3686670	3689265
4	8689	8691	rs926987	rs4916606	3689898	3690586
4	8692	8741	rs10805007	rs4916632	3691191	3706785
4	8743	8745	rs2748792	rs2748791	3708176	3708225
4	8746	8814	rs34642420	rs66694455	3708531	3723393
4	8815	8816	rs2748759	rs79362191	3723543	3723626
4	8817	8824	rs2748758	rs2857971	3723715	3724920
4	8825	8826	rs10005799	rs7689216	3725872	3725874
4	8829	8830	rs7689764	rs9917947	3726739	3726876
4	8831	8871	rs2857981	rs2857962	3727055	3737883
4	8873	8875	rs16844831	rs2857961	3738661	3739334
4	8876	8877	rs2180256	rs2144585	3739487	3739668
4	8878	8880	rs57300810	rs12498438	3740110	3740542
4	8882	8899	rs2857959	rs428771	3740717	3746133
4	8902	8920	rs4498196	rs11728495	3747842	3752154
4	8921	8922	rs13340326	rs11943482	3752734	3752797
4	8925	8927	rs11729751	rs4916613	3753320	3753586
4	8928	8942	rs12645890	rs13127170	3754427	3758382
4	8943	8977	rs7435018	rs138457504	3759184	3768741
4	8979	8983	rs185354316	rs12498592	3769329	3771104
4	8985	9041	rs75764609	rs67383958	3771733	3790774
4	9043	9084	rs74663153	rs4074633	3791626	3804517
4	9087	9202	rs4076407	rs28738892	3805363	3827631
4	9204	9213	rs62291148	rs369316856	3827785	3827818
4	9214	9216	rs188121429	rs190053445	3827847	3827857
4	9217	9224	rs188539000	rs148619945	3827873	3827905
4	9225	9226	rs555077098	rs575018164	3828051	3828052
4	9228	9229	rs73794441	rs73794442	3828068	3828072
4	9230	9285	rs62291150	rs28393911	3828077	3834086
4	9289	9344	rs28439961	rs28687658	3835036	3845104
4	9346	9383	rs79913678	rs71595716	3846423	3856833
4	9384	9419	rs28366591	rs28371137	3858228	3863429
4	9420	9421	rs59079720	rs77412838	3864383	3864439
4	9422	9424	rs73091106	rs60085492	3864711	3865085
4	9425	9439	rs59119131	rs4646964	3865208	3868709
4	9444	9505	rs3979	rs111333046	3870268	3883952
4	9508	9513	rs28430825	rs373399363	3884904	3885355
4	9514	9597	rs28681669	rs28812270	3885365	3898061
4	9598	9609	rs28881870	rs28588517	3898097	3901387
4	9610	9611	rs28491663	rs35305857	3901413	3901418
4	9612	9614	rs28460824	rs28420501	3901420	3901488
4	9615	9699	rs55755912	rs10004585	3901750	3915260
4	9700	9701	rs56325601	rs61086535	3915414	3915490
4	9704	9709	rs10007112	rs10013608	3917140	3917668
4	9710	9712	rs28544969	rs77578641	3918083	3918246
4	9715	9758	rs10017423	rs151274565	3919353	3923795
4	9760	9765	rs6605366	rs10024311	3924008	3925630
4	9766	9782	rs3087860	rs13134703	3925942	3930009
4	9783	9784	rs62288962	rs56045203	3930389	3930792
4	9786	9791	rs6816643	rs34057486	3930968	3931532
4	9792	9806	rs147342234	rs34032017	3931752	3932728
4	9814	9817	rs9997848	rs12643772	3933256	3933505
4	9818	10379	rs7436014	rs118064226	3933641	4015040
4	10380	10404	rs80314229	rs10010542	4015112	4018705
4	10406	10418	rs9684451	rs62292194	4018926	4021094
4	10420	10424	rs200718854	rs190306637	4023185	4024145
4	10426	10428	rs13435011	rs13435013	4025594	4025631
4	10429	10448	rs9684008	rs4974795	4025829	4029251
4	10449	10459	rs62289185	rs62289186	4029347	4030908
4	10460	10756	rs13108651	rs9759581	4031141	4075863
4	10760	10764	rs6446334	rs6846952	4076464	4076568
4	10765	10766	rs6832077	rs7665715	4076649	4076678
4	10769	10772	rs9715797	rs200227759	4076721	4076728
4	10774	10982	rs13132802	rs73206839	4076788	4113934
4	10983	11065	rs6446379	rs75037776	4113935	4121713
4	11067	11068	rs7657786	rs7663560	4121997	4122040
4	11069	11074	rs7663713	rs146278379	4122079	4122290
4	11075	11078	rs11938604	rs189693258	4122310	4122325
4	11079	11082	rs139417491	rs202156400	4122341	4122389
4	11083	11120	rs28378730	rs10937702	4122740	4131043
4	11122	11127	rs62288270	rs4476552	4131902	4132666
4	11128	11142	rs3952912	rs11942801	4132717	4135907
4	11145	11155	rs9884937	rs58393349	4137584	4139976
4	11156	11168	rs59104488	rs28562013	4140020	4145269
4	11169	11197	rs28371920	rs137998933	4145394	4149519
