chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
16	3	38	rs542544747	rs186272033	60842	83520
16	40	102	rs28678857	rs112225940	83626	91805
16	103	118	rs60038985	rs216586	91875	92843
16	122	125	rs58872553	rs216584	93392	94048
16	126	127	rs9935434	rs9930590	94054	94080
16	128	479	rs146240039	rs2541604	94117	190968
16	484	634	rs11864973	rs555514259	193224	236058
16	635	636	rs573999573	rs544850286	236227	236228
16	638	642	rs561362586	rs113944556	237213	237223
16	643	645	rs34041274	rs35047540	237245	237249
16	647	649	rs572516886	rs114329085	237266	237281
16	650	680	rs116416318	rs7198029	237432	249464
16	681	895	rs557250719	rs9940585	249777	322934
16	898	899	rs2685125	rs3752435	324403	324479
16	900	901	rs3743880	rs3743881	326027	326040
16	902	929	rs73486220	rs115448555	326138	331094
16	930	939	rs113643051	rs45471599	331151	332816
16	941	1234	rs28365939	rs146716847	332996	395646
16	1236	1242	rs758033	rs116307978	397044	399330
16	1243	1495	rs74424265	rs57293255	399712	440165
16	1496	1513	rs4984867	rs114252830	440244	442294
16	1516	1579	rs390229	rs407983	442744	450759
16	1580	1582	rs111388032	rs11248933	450955	451156
16	1583	1738	rs11248934	rs115081963	451162	507621
16	1739	1858	rs13335388	rs6600223	507904	539882
16	1859	1869	rs6600224	rs76013650	540137	541091
16	1871	1872	rs28583805	rs12926714	541493	541671
16	1873	1889	rs12919493	rs111370687	541679	543011
16	1890	1893	rs35708062	rs190679371	543357	543996
16	1894	1929	rs12933874	rs73496259	544027	548895
16	1930	1934	rs8045722	rs3743900	548908	549754
16	1935	1964	rs1540331	rs139709823	550337	560099
16	1965	1966	rs7199808	rs7185161	560253	560274
16	1970	1973	rs8059519	rs6600226	561741	562638
16	1976	1981	rs74003954	rs7199562	565371	567395
16	1982	1983	rs13338221	rs57926395	568363	568502
16	1984	1985	rs9934705	rs77970841	568748	569118
16	1986	1988	rs11863276	rs2071978	570454	570623
16	1991	1998	rs1054334	rs13336040	571904	573870
16	2000	2002	rs8063034	rs3760049	574661	575312
16	2003	2004	rs2239488	rs113033390	576495	576662
16	2005	2007	rs192060618	rs115955817	577673	579654
16	2008	2010	rs11864655	rs11865960	579900	580229
16	2012	2018	rs11860412	rs146305607	580296	581668
16	2019	2027	rs139612649	rs3785306	581715	583089
16	2028	2034	rs73481349	rs11646982	583237	584038
16	2037	2039	rs8048662	rs2266929	584351	584772
16	2040	2043	rs77327513	rs113355794	585108	586144
16	2044	2046	rs8052670	rs79343367	586685	587379
16	2048	2049	rs2266931	rs111385506	588054	588580
16	2050	2051	rs114129528	rs77838240	588784	589079
16	2052	2053	rs73481357	rs73481360	590671	590949
16	2055	2056	rs148470792	rs7206751	591328	591586
16	2057	2058	rs55671249	rs13336503	591727	591855
16	2059	2060	rs11860003	rs11865586	592342	592365
