chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
10	1	210	rs61838556	rs7090289	60969	159937
10	212	373	rs10903349	rs11595929	160478	318292
10	374	377	rs725314	rs3740304	318677	323283
10	378	379	rs61837284	rs12357593	325126	325134
10	380	914	rs17221260	rs7075979	325841	749949
10	915	916	rs2244770	rs11253327	751998	752014
10	919	1382	rs117870856	rs75815379	752538	831006
10	1384	1385	rs55736928	rs12358167	831089	831097
10	1386	1397	rs114339276	rs750370	831485	834050
10	1398	1663	rs12776659	rs10904584	834057	983747
10	1665	1714	rs141932505	rs117934851	984283	1005881
10	1718	1952	rs10904591	rs2472533	1007383	1091563
10	1953	1959	rs7075830	rs4463782	1091650	1097688
10	1960	1961	rs2892254	rs11819178	1098002	1098417
10	1962	2130	rs11250242	rs71491340	1100064	1172225
10	2131	2132	rs7101147	rs7085880	1172249	1172271
10	2134	2135	rs7894626	rs10160136	1172839	1172851
10	2137	2343	rs4880770	rs4880786	1173670	1242455
10	2345	2346	rs7087154	rs1392827	1244020	1244414
10	2347	2576	rs1392828	rs2805567	1244479	1330771
10	2579	2584	rs4880810	rs71494949	1332599	1335422
10	2587	2588	rs1027604	rs4880812	1335849	1336173
10	2590	2669	rs1542874	rs1500964	1337709	1352078
10	2670	2671	rs4880496	rs2892331	1352211	1352571
10	2672	2775	rs17293755	rs10794738	1353714	1396478
10	2776	2782	rs12357307	rs11250451	1396484	1397461
10	2785	2787	rs12770677	rs7906343	1400255	1401584
10	2789	2911	rs11250456	rs10903439	1402046	1436060
10	2912	2976	rs1986608	rs1806691	1436204	1456486
10	2977	3111	rs11250498	rs72762994	1456554	1492156
10	3113	3201	rs7092800	rs10903457	1492491	1503414
10	3203	3205	rs79942935	rs77302799	1503711	1503713
10	3206	3211	rs116233874	rs11250536	1503714	1505197
10	3213	3214	rs10903459	rs17156353	1505491	1505573
10	3218	3275	rs201199119	rs78333633	1506308	1515644
10	3276	3278	rs61831882	rs61831884	1516166	1516168
10	3282	3286	rs11817021	rs2676753	1517086	1517243
10	3287	3297	rs2820642	rs9630069	1518029	1521583
10	3299	3300	rs7916137	rs2676749	1522391	1522786
10	3303	3304	rs150972414	rs140836360	1523849	1523850
10	3308	3311	rs2176377	rs2138690	1524409	1524715
10	3312	3429	rs34357600	rs11250581	1524790	1564415
10	3430	3436	rs2813449	rs7919958	1564771	1567301
10	3437	3636	rs2676776	rs201223787	1570086	1608273
10	3641	3650	rs10508213	rs2676782	1611165	1614653
10	3651	3680	rs2676783	rs6560741	1615622	1620373
10	3681	3682	rs2813381	rs55714467	1620625	1620746
10	3685	3686	rs12256299	rs4880876	1621328	1621412
10	3687	3753	rs11250640	rs3916137	1621680	1629043
10	3754	3755	rs72764991	rs72764992	1629484	1629992
10	3756	3757	rs4880881	rs4880882	1630382	1630612
10	3758	3786	rs10903503	rs7090242	1630678	1638527
10	3787	3792	rs7903852	rs12412159	1639362	1640966
10	3793	3797	rs7079955	rs2813398	1641383	1642625
10	3798	3799	rs4242729	rs2813400	1642768	1642998
10	3801	3824	rs4497332	rs35886979	1643340	1647315
10	3825	3834	rs11250661	rs2892396	1647948	1649083
10	3836	3845	rs74108955	rs12355706	1649956	1653707
10	3846	3949	rs17221895	rs6560748	1653893	1670434
10	3950	3953	rs11250680	rs11250682	1670968	1671025
10	3954	3959	rs11250683	rs7092046	1671342	1674607
10	3961	4124	rs12267329	rs72766751	1675548	1714476
10	4127	4128	rs371303326	rs374797214	1714883	1714884
10	4131	4178	rs72766757	rs7905864	1716746	1732179
10	4180	4216	rs77920926	rs7097804	1735201	1745505
10	4220	4283	rs1909434	rs6560765	1747614	1765161
10	4286	4318	rs12573210	rs997934	1769893	1795194
10	4320	4368	rs11250775	rs78541166	1799200	1822101
10	4369	4370	rs7089744	rs2500605	1826333	1826585
10	4371	4402	rs17156918	rs10903562	1828668	1845000
10	4404	4418	rs7095886	rs4625382	1845245	1851517
10	4419	4451	rs111499639	rs10430755	1852236	1868187
10	4452	4453	rs7905930	rs7909705	1868349	1868667
10	4454	4483	rs7910774	rs116947316	1871976	1884208
10	4485	4763	rs7094780	rs12769836	1885349	1940628
10	4764	4783	rs10903592	rs10794801	1941215	1948064
10	4785	4789	rs1360817	rs2184532	1948864	1950512
10	4790	4792	rs35832775	rs72770650	1950581	1951239
10	4793	4883	rs10751823	rs12219583	1951411	1975472
10	4886	4892	rs10903601	rs7079003	1975754	1977135
10	4893	4898	rs7080455	rs12772447	1977423	1979251
10	4900	4909	rs12780013	rs12775018	1979930	1981679
10	4910	4937	rs10903603	rs7918640	1981965	1988620
10	4938	4942	rs78346281	rs12255420	1988696	1989238
10	4943	4944	rs11250952	rs77072706	1990287	1990361
10	4947	4948	rs11593800	rs11595740	1992540	1992646
10	4950	4953	rs12414918	rs12415378	1994126	1995891
10	4954	4970	rs17294361	rs7903622	1997275	2003796
10	4971	4972	rs1414974	rs7912369	2005047	2005604
10	4973	4975	rs7895296	rs7895688	2005651	2005963
10	4976	5350	rs7919602	rs4880968	2006209	2094635
10	5353	5430	rs945254	rs4359128	2095216	2104472
10	5431	5436	rs7897819	rs61831874	2106418	2106669
10	5439	5498	rs76168014	rs77900565	2108110	2135361
10	5499	5572	rs72763504	rs142082626	2135646	2155722
10	5573	5706	rs11251063	rs4558096	2156588	2186138
10	5707	5812	rs4593931	rs7921714	2186314	2210941
10	5817	6138	rs10903690	rs11251137	2213460	2323292
10	6140	6213	rs10903729	rs7477907	2324132	2352362
10	6217	6475	rs7088445	rs12414277	2354216	2414143
10	6479	6487	rs11818766	rs705452	2416635	2420981
10	6488	6816	rs12777102	rs2452207	2421018	2530447
10	6817	6821	rs2458713	rs74805961	2530583	2531731
10	6822	6853	rs754149	rs2452197	2531999	2537322
10	6860	6865	rs56732096	rs9732077	2538733	2539925
10	6866	7263	rs80332038	rs72773010	2540075	2637240
10	7271	7337	rs61836105	rs6601818	2638987	2674458
10	7338	7414	rs2388392	rs1413760	2674678	2701286
10	7417	7481	rs76622678	rs75683505	2702442	2724344
10	7484	7500	rs11251429	rs1008859	2728117	2737238
10	7501	7516	rs55874862	rs60777049	2737632	2742642
10	7518	7576	rs2050343	rs11251448	2743897	2757555
10	7580	7584	rs7083991	rs1413763	2759533	2760361
10	7585	7791	rs1334702	rs7908533	2761503	2819554
10	7792	7793	rs11251506	rs7921348	2820177	2820234
10	7794	7818	rs4881026	rs1334693	2821417	2828890
10	7823	7936	rs10736960	rs11251536	2831743	2881829
10	7938	7943	rs7917597	rs7894430	2882496	2883372
10	7944	7964	rs11251537	rs10794957	2884257	2889714
10	7966	8018	rs4880580	rs57846569	2891249	2921349
10	8019	8020	rs7097439	rs10794962	2922766	2925958
10	8021	8027	rs12359378	rs10903892	2929138	2932311
10	8028	8029	rs10794964	rs10794965	2933230	2933245
10	8030	8150	rs10794966	rs2279768	2933379	2979651
10	8152	8163	rs113028729	rs9423669	2980677	2983997
10	8164	8223	rs182208696	rs3003509	2984235	2993182
10	8227	8232	rs11251597	rs4500395	2993334	2994468
10	8233	8236	rs72776871	rs544217140;rs11599412	2994613	2994954
10	8237	8479	rs1875158	rs72778523	2995625	3066417
10	8481	8482	rs113563531	rs112081561	3066906	3066916
10	8483	8490	rs10794989	rs10903934	3067312	3068840
10	8492	8532	rs7901865	rs17135074	3068901	3075076
10	8534	8549	rs7096174	rs34930529	3075870	3078207
10	8550	8564	rs74113643	rs12359629	3078280	3079792
10	8566	8645	rs34723347	rs12241312	3082782	3096047
10	8647	8657	rs7087613	rs10903951	3096702	3098106
10	8659	8660	rs10903952	rs10794996	3098309	3098334
10	8663	8664	rs7091953	rs10794997	3099351	3100299
10	8665	8679	rs10736965	rs11251685	3100322	3104819
10	8680	8722	rs11251686	rs7080058	3104881	3119753
10	8723	8784	rs72778560	rs11591990	3119857	3132515
10	8788	8803	rs4881077	rs2892554	3133541	3137426
10	8805	8844	rs2388594	rs8181285	3137445	3145097
10	8846	8847	rs10903966	rs11251719	3145885	3145906
10	8851	8957	rs4269839	rs9423680	3147010	3157895
10	8962	8963	rs2306305	rs2306306	3159234	3159244
10	8965	9363	rs7902549	rs7074829	3159530	3226185
10	9367	9371	rs58055999	rs56117017	3226740	3226844
10	9376	9378	rs9943395	rs10903981	3228254	3229561
10	9380	9391	rs17131865	rs61829297	3230337	3236696
10	9395	9438	rs79640265	rs2814905	3242316	3252827
10	9439	9489	rs4417174	rs12269271	3252957	3271675
10	9490	9530	rs7069669	rs3814601	3272517	3281446
10	9532	9540	rs10903997	rs2814925	3282199	3284061
10	9541	9554	rs11251795	rs2764986	3284639	3286815
10	9558	9686	rs2814930	rs11251830	3289771	3325156
10	9688	9689	rs10795018	rs7094215	3326329	3326422
10	9690	9691	rs7094480	rs10904012	3326594	3326652
10	9695	9794	rs12161688	rs17291583	3327136	3350027
10	9800	9878	rs61830638	rs7895490	3353681	3384133
10	9879	9891	rs17135065	rs10736972	3385393	3389023
10	9893	9897	rs1337381	rs1359526	3390320	3390982
10	9898	9944	rs6602045	rs10904028	3391621	3411616
10	9945	9978	rs12269016	rs8181300	3414072	3441806
10	9979	10089	rs17135209	rs11251886	3442533	3483017
10	10093	10186	rs17135258	rs622898	3485229	3522302
10	10187	10192	rs7088080	rs1962663	3523623	3524893
10	10194	10201	rs10904049	rs7084929	3525645	3528222
