chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
2	1	39	rs573105930	rs7594567	10554	21833
2	40	42	rs7597758	rs60828948	22398	24839
2	43	45	rs6548217	rs6712483	25806	27572
2	55	79	rs6548219	rs4430979	30762	47208
2	105	118	rs11695591	rs300768	69431	76530
2	120	124	rs300767	rs300790	77089	84392
2	125	642	rs300789	rs4643576	89910	299480
2	643	655	rs7598301	rs59905878	300606	306469
2	656	657	rs372257077	rs10194211	306576	306838
2	662	666	rs6725368	rs12475664	308943	309097
2	669	676	rs6754607	rs4643574	310687	315215
2	680	692	rs56378003	rs2203063	318239	338364
2	694	750	rs6749467	rs7565976	343517	384236
2	751	752	rs78071089	rs76903210	386507	386767
2	754	765	rs28405493	rs76433480	386912	395708
2	766	767	rs188688786	rs191641424	398632	398633
2	773	945	rs62117020	rs57133061	400755	476531
2	946	948	rs55851964	rs2724863	476926	477364
2	950	973	rs1511325	rs2685218	477901	491149
2	975	1003	rs72776457	rs56277218	494786	499284
2	1005	1006	rs4854316	rs4854264	502023	502217
2	1009	1011	rs11891417	rs17715224	504243	504582
2	1012	1054	rs17041279	rs35768987	504767	532310
2	1056	1057	rs149360572	rs143665780	533963	533974
2	1058	1257	rs2974256	rs11885103	535043	594366
2	1261	1262	rs2685242	rs2685243	595125	595488
2	1266	1267	rs4854267	rs2683987	596629	596716
2	1268	1271	rs77622607	rs17042073	596760	597002
2	1273	1651	rs12999227	rs10188334	597382	653874
2	1652	1686	rs10190919	rs7592497	654157	659958
2	1687	1688	rs12619182	rs62103589	660150	660524
2	1690	2056	rs17042314	rs4854379	661188	776287
2	2057	2058	rs12987425	rs4854278	776427	776605
2	2060	2061	rs4375897	rs4375898	777138	777156
2	2066	2070	rs12618964	rs10183412	778436	782581
2	2072	2079	rs4854382	rs6726475	784784	788673
2	2080	2627	rs6746997	rs4854424	788807	903583
2	2628	2629	rs6548280	rs4241338	904030	904394
2	2632	2633	rs540688357	rs552653289	905494	905495
2	2637	2639	rs62103946	rs10184596	905914	905945
2	2641	2956	rs6711173	rs62106775	905967	982268
2	2958	3043	rs62106776	rs79759525	983274	1007187
2	3044	3050	rs10172943	rs56305304	1007591	1010206
2	3051	3133	rs6706944	rs7603934	1010474	1036042
2	3137	3180	rs4971329	rs60694756	1037783	1048836
2	3182	3839	rs4300865	rs28465470	1049867	1157684
2	3842	4492	rs4608558	rs66477241	1159982	1322471
2	4493	4494	rs35480191	rs56312310	1325483	1325640
2	4495	4693	rs372903129	rs9753098	1325656	1377743
2	4697	4790	rs13386364	rs2071403	1380307	1417244
2	4791	4792	rs9326166	rs9326167	1417981	1417983
2	4793	4796	rs9678281	rs9678767	1418192	1419376
2	4798	4926	rs62105599	rs62105621	1421784	1445394
2	4928	5707	rs1399387	rs9711755	1445755	1623049
2	5708	5719	rs9753352	rs11692295	1623127	1623765
2	5720	5721	rs11674856	rs11686218	1624344	1624351
2	5723	5724	rs9750171	rs9284793	1624679	1624712
2	5727	5728	rs9712143	rs9309692	1625091	1625121
2	5729	5749	rs9679409	rs9711681	1625269	1628964
2	5751	5836	rs72763545	rs13396488	1629505	1661269
2	5837	5838	rs78499113	rs79044806	1661299	1661540
2	5844	5869	rs2241456	rs7560004	1664508	1678734
2	5870	5890	rs11127327	rs2288184	1679912	1688065
2	5893	5919	rs115155770	rs72763575	1688963	1699954
2	5923	5945	rs744955	rs28527205	1701267	1706764
2	5947	5971	rs113816320	rs12473260	1706932	1711441
2	5973	5974	rs148240713	rs141379555	1711669	1711679
2	5975	5982	rs62116634	rs11684407	1711932	1712978
2	5983	5989	rs11696016	rs111162156	1713093	1715022
2	5991	6015	rs12471018	rs72493307	1715882	1722374
2	6017	6018	rs76504400	rs76453690	1722904	1722964
2	6019	6020	rs538361831	rs138434045	1723711	1724040
2	6024	6089	rs1991165	rs4853760	1725380	1743266
2	6090	6094	rs4853837	rs10167956	1743762	1744701
2	6096	6101	rs13025060	rs4853759	1745166	1745326
2	6102	6106	rs10203621	rs10211278	1745504	1746168
2	6107	6109	rs10202812	rs10185594	1746468	1746661
2	6110	6174	rs114382205	rs4853836	1747539	1770141
2	6175	6209	rs10202833	rs12474950	1770592	1779683
2	6213	6483	rs34919890	rs79703900	1781882	1854377
2	6488	6520	rs34447675	rs6750860	1855666	1862435
2	6522	6524	rs4297916	rs10197699	1862803	1863229
2	6527	6528	rs60937226	rs60026188	1864264	1864265
2	6530	6531	rs62114743	rs36145700	1865565	1865569
2	6533	6534	rs572170683	rs5004855	1865666	1865669
2	6535	6536	rs5004013	rs5004014	1865691	1865692
2	6538	6553	rs62114749	rs62114750	1866341	1871347
2	6557	6560	rs11675862	rs11687322	1874731	1874744
2	6561	6574	rs4258825	rs4853825	1875063	1879278
2	6575	6576	rs10188792	rs10185669	1879883	1880555
2	6577	6580	rs4557004	rs12472983	1881459	1881964
2	6582	6592	rs60941325	rs11885419	1882887	1891930
2	6594	6601	rs12611745	rs12466883	1892637	1897675
2	6606	6619	rs4853822	rs13387792	1902146	1912219
2	6624	6713	rs17338595	rs11127299	1919463	1961787
2	6714	6728	rs12612812	rs4853816	1962131	1969755
2	6730	7025	rs11692741	rs113009634	1970536	2223432
2	7029	7053	rs77041749	rs1035352	2224090	2231885
2	7056	7057	rs10167537	rs10167441	2233208	2233254
2	7060	7061	rs4853947	rs4853946	2234442	2236281
2	7062	7108	rs17039421	rs73913276	2236470	2248550
2	7109	7110	rs2008419	rs2008412	2249041	2249052
2	7111	7151	rs9808093	rs62118680	2249553	2280800
2	7153	7154	rs7587782	rs2891688	2283138	2283340
2	7155	7163	rs7568465	rs76033310	2283434	2284777
2	7170	7171	rs7577112	rs12463519	2288725	2288738
2	7173	7221	rs10190125	rs7603111	2294426	2343720
2	7222	7224	rs11127364	rs13402290	2343975	2347145
2	7225	7240	rs10176773	rs2551222	2348856	2366251
2	7242	7246	rs1464033	rs9309699	2368143	2370358
2	7247	7338	rs75936469	rs78012449	2370698	2397418
2	7340	7390	rs17039644	rs17039712	2398899	2415664
2	7392	7415	rs10205508	rs13017223	2417090	2425955
2	7417	7442	rs11127359	rs7563098	2426804	2439727
2	7443	7490	rs12472646	rs17338303	2440670	2464401
2	7491	7500	rs823546	rs13012624	2464583	2466712
2	7501	7682	rs56154734	rs12053038	2467502	2504588
2	7683	7753	rs6707223	rs73181319	2504833	2523353
2	7756	7787	rs13025216	rs34205881	2524415	2532918
2	7789	7790	rs4853800	rs4853799	2533203	2533229
2	7792	7823	rs74876282	rs4853925	2534894	2546543
2	7825	7875	rs11894828	rs62104343	2548288	2566981
2	7876	7878	rs7559126	rs6715098	2567354	2568182
2	7879	7883	rs72771202	rs55805294	2568215	2572408
2	7884	7900	rs10168107	rs62104347	2574432	2580974
2	7901	7902	rs59726746	rs73185167	2581749	2582096
2	7903	7905	rs867535	rs6742158	2582266	2583212
2	7907	7947	rs10166891	rs12988339	2583815	2595638
2	7948	8164	rs12987708	rs17040195	2595942	2647516
2	8168	8169	rs6750650	rs6756403	2648895	2648899
2	8171	8174	rs72631503	rs7603590	2648926	2649533
2	8175	8203	rs4853888	rs7571029	2649905	2663477
2	8207	8215	rs11127340	rs10205774	2665070	2665801
2	8216	8220	rs896227	rs62107267	2666773	2667740
2	8221	8223	rs12990006	rs6705201	2667787	2667937
2	8224	8228	rs6722259	rs67574423	2668008	2668597
2	8229	8231	rs2385204	rs4853779	2668955	2669256
2	8232	8250	rs79691730	rs72773101	2669440	2675429
2	8251	8259	rs79988351	rs17040237	2676411	2680097
2	8261	8416	rs147709292	rs73911852	2681097	2718306
2	8419	8420	rs201987919	rs1451201	2718770	2718772
2	8425	8427	rs10165545	rs10168424	2719980	2720083
2	8428	8429	rs2385311	rs10165434	2720103	2720133
2	8433	8528	rs113259596	rs10182601	2720527	2732773
2	8530	8531	rs896232	rs745581	2732877	2733106
2	8536	8537	rs62104245	rs11899641	2735489	2735498
2	8538	8656	rs62104246	rs4853772	2735683	2768581
2	8666	8682	rs12990373	rs67723639	2770983	2775739
2	8683	8686	rs12469026	rs2082832	2776475	2776734
