chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
16	1	13	rs181534180	rs370529971	60164	64637
16	15	18	rs534550949	rs575317242	66492	66679
16	21	550	rs2541666	rs9939513	71413	212042
16	553	561	rs3785309	rs2541677	212649	215379
16	562	844	rs2858935	rs9924561	215855	314780
16	848	894	rs8816	rs74003728	315839	322345
16	897	898	rs2685126	rs2685125	324052	324403
16	900	901	rs3743880	rs3743881	326027	326040
16	905	911	rs76412861	rs111371199	326576	327060
16	912	939	rs403228	rs45471599	327699	332816
16	940	942	rs443338	rs440401	332992	333017
16	945	1234	rs114926267	rs146716847	333760	395646
16	1235	1277	rs1805105	rs7194885	396264	406464
16	1282	1466	rs62032955	rs138237596	407388	435600
16	1467	1475	rs8047753	rs147342703	435607	435902
16	1476	1482	rs367146	rs380291	436257	437634
16	1483	1484	rs2088941	rs34626626	437679	438352
16	1486	1494	rs8054012	rs58305444	438986	439966
16	1495	1578	rs57293255	rs113276552	440165	450362
16	1580	1704	rs111388032	rs115623880	450955	494411
16	1706	1707	rs11248935	rs7196963	495405	495538
16	1709	1745	rs116620205	rs12920398	496782	508676
16	1746	1751	rs114363434	rs3743896	509086	511080
16	1752	1755	rs13329988	rs7187121	511094	511967
16	1756	1758	rs79098330	rs76151792	512630	512657
16	1760	2051	rs116576832	rs77838240	512753	589079
16	2052	2053	rs73481357	rs73481360	590671	590949
16	2054	2066	rs115470393	rs9921680	591069	592954
16	2069	2070	rs11862615	rs58497981	592983	592988
16	2072	2073	rs56067117	rs61299524	593005	593008
16	2077	2121	rs114090004	rs116203683	594000	601938
16	2127	2137	rs11539618	rs56001359	603884	605651
16	2142	2143	rs2384979	rs4984889	606897	606913
16	2150	2165	rs7203312	rs12598643	608264	611635
16	2168	2463	rs35903260	rs11643113	613147	694174
16	2464	2470	rs55683623	rs111579271	694412	695468
16	2473	2479	rs76294030	rs73487415	697127	699384
16	2481	2584	rs116801785	rs1045716	699667	723647
16	2585	2679	rs12447233	rs56056221	724307	757613
16	2680	2699	rs199732799	rs7193484	757642	762004
16	2700	2852	rs11865003	rs112704240	762618	793360
16	2856	2930	rs4984690	rs115798186	794977	808082
16	2933	2959	rs12919893	rs1076675	808560	812539
16	2961	3215	rs8056744	rs12443823	813900	853515
16	3216	3227	rs11248950	rs1005190	853728	855717
16	3229	3330	rs28594976	rs376597100	856328	870190
16	3333	3344	rs7498519	rs654065	870399	870950
16	3347	3447	rs653612	rs12149672	871064	880529
16	3449	3450	rs681498	rs681971	880669	880773
16	3453	3567	rs57225632	rs72759434	881333	896494
16	3570	3572	rs546427303	rs535561804	896563	896567
16	3579	3583	rs28416981	rs2968434	897250	897305
16	3591	3787	rs113356174	rs7196136	899002	935567
16	3788	3799	rs55762928	rs59404124	935696	937312
16	3801	3805	rs28363753	rs28503555	937413	937762
16	3812	3883	rs115719750	rs9939882	939405	947962
16	3888	3889	rs74004019	rs11859028	949690	949766
16	3890	4367	rs12918114	rs12924218	949905	1037035
16	4373	4412	rs78861764	rs4984627	1038719	1047780
16	4417	4423	rs4984745	rs8046288	1049075	1049703
16	4424	4447	rs17135101	rs148228142	1050199	1054797
16	4448	4494	rs3888821	rs12597373	1055526	1063319
16	4496	4507	rs369375	rs413165	1064933	1067895
16	4508	4525	rs60301589	rs379949	1067955	1071543
16	4526	4529	rs4984751	rs12599871	1071899	1072854
16	4530	4533	rs399288	rs2573149	1072889	1073149
16	4536	4550	rs2744148	rs2473158	1073552	1075241
16	4553	4554	rs73489830	rs73489831	1075913	1075956
16	4555	4557	rs380419	rs439731	1076145	1076660
16	4559	4561	rs114269587	rs76601133	1076778	1076903
16	4562	4563	rs73489834	rs73489837	1077056	1077070
16	4565	4566	rs76326100	rs75719788	1077327	1077347
16	4568	4572	rs112105921	rs111479850	1077688	1078069
16	4574	4588	rs75302115	rs113366912	1078212	1079791
16	4589	4591	rs111044	rs2573138	1080100	1080758
16	4593	4626	rs7202739	rs116484304	1081151	1089156
16	4630	4700	rs17135129	rs7204950	1089949	1106064
16	4704	4796	rs79242618	rs528299	1107998	1123237
16	4798	4841	rs35902410	rs73494041	1123557	1132052
16	4846	4907	rs73494045	rs13339412	1133723	1145388
16	4909	4910	rs57793087	rs60628434	1146094	1146098
16	4922	4930	rs197069	rs197071	1147065	1149064
16	4932	4945	rs140739221	rs197076	1149419	1151901
16	4948	4950	rs483137	rs479420	1153058	1153429
16	4951	4959	rs116612008	rs113556530	1153435	1154221
16	4963	5075	rs138311910	rs13332327	1154820	1175077
16	5076	5079	rs28515619	rs55908729	1175783	1175922
16	5084	5093	rs11248855	rs12928460	1176884	1179031
16	5095	5119	rs12930461	rs11865472	1179309	1184967
16	5121	5122	rs548060769	rs114096015	1185732	1185733
16	5126	5158	rs11864888	rs8051400	1186731	1192542
16	5159	5174	rs34406103	rs11644764	1192543	1197612
16	5175	5185	rs74458213	rs112034409	1198238	1204116
16	5188	5275	rs77475061	rs76414543	1207592	1227177
16	5277	5278	rs187321699	rs7184761	1228156	1228869
16	5279	5308	rs79506674	rs114968395	1228900	1235556
16	5311	5318	rs58094843	rs7191794	1236190	1237356
16	5319	5321	rs7185247	rs7186812	1237574	1237616
16	5322	5328	rs737291	rs12444811	1237766	1238939
16	5329	5342	rs111616044	rs113044445	1239026	1242334
16	5346	5347	rs7191370	rs59488514	1243692	1244019
16	5349	5358	rs8053994	rs59721152	1244201	1245361
16	5359	5360	rs1005453	rs1005454	1246255	1246270
16	5361	5392	rs9933256	rs61734410	1246748	1252369
16	5393	5404	rs7191246	rs2745167	1252737	1255545
16	5408	5411	rs74002015	rs12930875	1257175	1257731
16	5417	5418	rs12051002	rs8049748	1259727	1259746
16	5419	5420	rs8056494	rs8063574	1260021	1260481
16	5421	5432	rs2738897	rs2738903	1260767	1263510
16	5435	5464	rs12920709	rs12934797	1265854	1273982
16	5465	5637	rs111911698	rs34278105	1274401	1308918
16	5640	5747	rs9936847	rs12719790	1309863	1328598
16	5752	5754	rs113424510	rs35710332	1331222	1332072
16	5755	5769	rs73500239	rs115213367	1332341	1337434
16	5770	5771	rs4984799	rs4984800	1337717	1338307
16	5772	5773	rs4984643	rs4984801	1339755	1339927
16	5774	5775	rs4984802	rs2401948	1340465	1340854
16	5776	5781	rs116462541	rs11248863	1341127	1344768
16	5783	5803	rs113311586	rs145608707	1344921	1353103
16	5804	5808	rs11248864	rs7185893	1353515	1354589
16	5811	5860	rs56651611	rs112915913	1357996	1369074
16	5863	5866	rs2268049	rs28510571	1371154	1372582
16	5867	5883	rs11648215	rs1061633	1373015	1376929
16	5885	5886	rs7204003	rs4984811	1377363	1378069
16	5887	5888	rs143992901	rs8048759	1378499	1378788
16	5891	5917	rs11641079	rs76435359	1380652	1388330
16	5919	5940	rs61749061	rs1132358	1389196	1397815
16	5942	5946	rs12103312	rs60937866	1398602	1401187
16	5947	5949	rs28541713	rs11865211	1401845	1402493
16	5950	5960	rs4984818	rs74002210	1403598	1407242
16	5963	5964	rs8053760	rs2887538	1409080	1410133
16	5966	5967	rs62011305	rs57890635	1411126	1411129
16	5972	5979	rs4984821	rs1061497	1414661	1415331
16	5981	5994	rs79959864	rs7188282	1417375	1422191
16	5996	5997	rs563883907	rs577499659	1423011	1423012
16	5999	6004	rs139570886	rs62011309	1423813	1424198
16	6005	6008	rs147162670	rs9926672	1424199	1426587
16	6012	6020	rs78229198	rs77311549	1428483	1434443
16	6022	6024	rs116288699	rs76002609	1437488	1439532
16	6025	6034	rs11248875	rs2092390	1440091	1446429
16	6037	6041	rs61738727	rs28558825	1447278	1447493
16	6042	6044	rs543823314	rs577436594	1447603	1447605
16	6046	6132	rs58624674	rs60225413	1448490	1481311
16	6134	6135	rs10566040	rs7201383	1482308	1482362
16	6136	6139	rs7201572	rs57719803	1482473	1483769
16	6141	6146	rs7192100	rs61744665	1484338	1484528
16	6150	6151	rs9927318	rs9927323	1485243	1485255
16	6152	6182	rs141186641	rs112718167	1485718	1490147
16	6184	6186	rs550933889	rs58511756	1490497	1490975
16	6187	6195	rs34376809	rs35800867	1491063	1491979
16	6196	6210	rs9921090	rs12596752	1492084	1493759
16	6212	6218	rs79854713	rs9921	1494283	1495475
16	6219	6226	rs114884549	rs28666958	1495642	1497125
16	6230	6233	rs35462840	rs17135338	1498270	1498572
16	6234	6235	rs78002466	rs79477995	1498579	1498597
16	6236	6279	rs35915213	rs9926293	1498775	1506774
16	6281	6282	rs8061743	rs8060503	1507842	1507843
16	6285	6358	rs7187090	rs2745006	1508521	1520236
16	6361	6376	rs2745007	rs2745113	1521556	1522872
16	6378	6384	rs113266812	rs112055095	1523892	1524995
