chr	start.index	end.index	start.rsID	end.rsID	start.bp	end.bp
12	3	4	rs369935209	rs372123746	80311	80315
12	5	6	rs374375309	rs377448472	80834	80838
12	8	21	rs370570891	rs71227149	83011	90852
12	22	26	rs17353727	rs149740776	90914	93879
12	27	28	rs569751955	rs530585016	94593	94595
12	29	31	rs552321343	rs142230992	94675	94680
12	37	38	rs141449529	rs150830178	146358	146359
12	39	41	rs74414729	rs79354214	146992	147020
12	43	44	rs74778163	rs75249526	147213	147214
12	45	58	rs7959779	rs2003280	149478	154654
12	61	62	rs4018380	rs4018381	156760	156761
12	63	64	rs2368821	rs10848451	157727	157729
12	68	69	rs1039316	rs1039315	164460	164464
12	71	86	rs7965545	rs8181631	165231	168327
12	91	95	rs77574080	rs60417285	169188	169207
12	98	103	rs143568698	rs79271142	171450	175100
12	105	110	rs7978727	rs59384445	178782	185052
12	111	143	rs2650200	rs11064062	187027	206969
12	148	188	rs904665	rs57761043	208784	218152
12	193	245	rs2011990	rs57179192	219481	233786
12	246	253	rs10849590	rs60025804	234216	234561
12	258	304	rs73036118	rs57408987	235740	249287
12	306	310	rs78464347	rs2291926	250102	250605
12	312	315	rs4980847	rs4980848	252411	253422
12	316	395	rs11061641	rs11061683	254381	269951
12	399	416	rs3817017	rs2291921	270805	275270
12	417	429	rs3847946	rs2291919	276019	280349
12	432	446	rs76782994	rs12827	281778	287473
12	447	448	rs216237	rs628121	287936	288149
12	449	496	rs3892665	rs61907089	288902	300568
12	497	500	rs518685	rs557930	301428	302208
12	501	515	rs115564225	rs79608416	302885	308417
12	516	556	rs61907112	rs75411156	309361	316392
12	557	581	rs76781663	rs73038061	317576	327943
12	583	584	rs111287995	rs78101097	328559	328728
12	585	586	rs11062011	rs570680	329131	330315
12	590	595	rs496206	rs525631	334052	335010
12	596	597	rs3782867	rs555044	335434	335922
12	600	981	rs7132236	rs12301816	339320	522700
12	982	986	rs7953831	rs11610457	522701	523350
12	989	1071	rs11062847	rs55855731	524465	557254
12	1073	1124	rs7295011	rs12370101	557360	572789
12	1126	1128	rs73046031	rs10849032	573322	573594
12	1129	1155	rs10735031	rs12811171	573870	580772
12	1156	1159	rs56019861	rs10849055	580966	581845
12	1160	1253	rs111578988	rs12228043	582114	606660
12	1254	1272	rs12313707	rs11063311	607226	613027
12	1274	1278	rs7957844	rs7980725	614137	614312
